"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Cedartown","Cedartown","34.0224","-85.2480","United States","US","USA","Georgia","","12744.0","1840014752"
"Wrightsville","Wrightsville","32.7265","-82.7197","United States","US","USA","Georgia","","5750.0","1840015789"
"Cochran","Cochran","32.3875","-83.3523","United States","US","USA","Georgia","","6024.0","1840014890"
"Moultrie","Moultrie","31.1592","-83.7708","United States","US","USA","Georgia","","18536.0","1840014977"
"Milledgeville","Milledgeville","33.0874","-83.2414","United States","US","USA","Georgia","","31254.0","1840014857"
"Pooler","Pooler","32.1043","-81.2568","United States","US","USA","Georgia","","23816","1840014914"
"Canton","Canton","34.2469","-84.4902","United States","US","USA","Georgia","","27936","1840014703"
"Vidalia","Vidalia","32.2134","-82.4035","United States","US","USA","Georgia","","13456.0","1840015820"
"Acworth","Acworth","34.0565","-84.6708","United States","US","USA","Georgia","","22698","1840013688"
"Johns Creek","Johns Creek","34.0333","-84.2027","United States","US","USA","Georgia","","84350","1840014742"
"Valdosta","Valdosta","30.8503","-83.2789","United States","US","USA","Georgia","","79294.0","1840015894"
"Norcross","Norcross","33.9378","-84.2065","United States","US","USA","Georgia","","16845","1840014744"
"Morrow","Morrow","33.5816","-84.3391","United States","US","USA","Georgia","","7473","1840014814"
"Byron","Byron","32.6475","-83.7540","United States","US","USA","Georgia","","5170","1840013820"
"Statesboro","Statesboro","32.4376","-81.7750","United States","US","USA","Georgia","","40090.0","1840015801"
"Tyrone","Tyrone","33.4755","-84.5940","United States","US","USA","Georgia","","7336","1840016845"
"Dunwoody","Dunwoody","33.9418","-84.3122","United States","US","USA","Georgia","","49609","1840022929"
"Hartwell","Hartwell","34.3501","-82.9287","United States","US","USA","Georgia","","5883.0","1840013614"
"Centerville","Centerville","32.6341","-83.6853","United States","US","USA","Georgia","","7716","1840014884"
"Peachtree City","Peachtree City","33.3943","-84.5711","United States","US","USA","Georgia","","35262","1840014822"
"Calhoun","Calhoun","34.4927","-84.9395","United States","US","USA","Georgia","","33029.0","1840013596"
"Cornelia","Cornelia","34.5164","-83.5308","United States","US","USA","Georgia","","19046.0","1840014661"
"Locust Grove","Locust Grove","33.3436","-84.1067","United States","US","USA","Georgia","","6715","1840015705"
"Carrollton","Carrollton","33.5818","-85.0837","United States","US","USA","Georgia","","47140.0","1840014801"
"Summerville","Summerville","34.4788","-85.3491","United States","US","USA","Georgia","","10478.0","1840015554"
"Alpharetta","Alpharetta","34.0704","-84.2739","United States","US","USA","Georgia","","65799","1840013659"
"Snellville","Snellville","33.8560","-84.0038","United States","US","USA","Georgia","","19738","1840015614"
"Barnesville","Barnesville","33.0511","-84.1526","United States","US","USA","Georgia","","6908.0","1840013783"
"Duluth","Duluth","34.0054","-84.1493","United States","US","USA","Georgia","","29463","1840013675"
"Braselton","Braselton","34.1086","-83.8126","United States","US","USA","Georgia","","10947","1840015596"
"Loganville","Loganville","33.8353","-83.8957","United States","US","USA","Georgia","","12062","1840015656"
"Covington","Covington","33.6049","-83.8465","United States","US","USA","Georgia","","14044","1840014808"
"Marietta","Marietta","33.9532","-84.5421","United States","US","USA","Georgia","","61048","1840015633"
"Augusta","Augusta","33.3645","-82.0708","United States","US","USA","Georgia","admin","389383.0","1840029462"
"Rome","Rome","34.2662","-85.1862","United States","US","USA","Georgia","","60966.0","1840014681"
"Woodstock","Woodstock","34.1027","-84.5086","United States","US","USA","Georgia","","31564","1840015574"
"Brookhaven","Brookhaven","33.8746","-84.3314","United States","US","USA","Georgia","","53518","1840029224"
"Savannah","Savannah","32.0282","-81.1786","United States","US","USA","Georgia","","280082.0","1840015830"
"Rockmart","Rockmart","34.0103","-85.0441","United States","US","USA","Georgia","","7772.0","1840014753"
"Jefferson","Jefferson","34.1364","-83.6021","United States","US","USA","Georgia","","12330.0","1840014723"
"Stonecrest","Stonecrest","33.6843","-84.1373","United States","US","USA","Georgia","","54471","1840029466"
"Kennesaw","Kennesaw","34.0262","-84.6177","United States","US","USA","Georgia","","34344","1840014756"
"Commerce","Commerce","34.2129","-83.4729","United States","US","USA","Georgia","","6965.0","1840014720"
"Hinesville","Hinesville","31.8247","-81.6135","United States","US","USA","Georgia","","51001.0","1840014931"
"Port Wentworth","Port Wentworth","32.1942","-81.1984","United States","US","USA","Georgia","","8534","1840014915"
"Jesup","Jesup","31.5991","-81.8898","United States","US","USA","Georgia","","12090.0","1840014943"
"Fairburn","Fairburn","33.5497","-84.5914","United States","US","USA","Georgia","","15520","1840013662"
"Folkston","Folkston","30.8392","-82.0073","United States","US","USA","Georgia","","11138.0","1840013903"
"Winder","Winder","33.9917","-83.7218","United States","US","USA","Georgia","","43583.0","1840015623"
"Dacula","Dacula","33.9815","-83.8951","United States","US","USA","Georgia","","6190","1840014743"
"Stockbridge","Stockbridge","33.5264","-84.2293","United States","US","USA","Georgia","","29114","1840015707"
"Fort Oglethorpe","Fort Oglethorpe","34.9318","-85.2460","United States","US","USA","Georgia","","9831","1840013554"
"Waycross","Waycross","31.2108","-82.3580","United States","US","USA","Georgia","","24367.0","1840015871"
"Flowery Branch","Flowery Branch","34.1712","-83.9141","United States","US","USA","Georgia","","7477","1840013611"
"Auburn","Auburn","34.0151","-83.8317","United States","US","USA","Georgia","","7622","1840013680"
"Douglasville","Douglasville","33.7384","-84.7074","United States","US","USA","Georgia","","33675","1840014804"
"Americus","Americus","32.0736","-84.2249","United States","US","USA","Georgia","","17266.0","1840013841"
"Chamblee","Chamblee","33.8842","-84.3008","United States","US","USA","Georgia","","29428","1840014775"
"Decatur","Decatur","33.7711","-84.2968","United States","US","USA","Georgia","","23832","1840014777"
"Elberton","Elberton","34.1064","-82.8705","United States","US","USA","Georgia","","5515.0","1840013651"
"Union City","Union City","33.5939","-84.5629","United States","US","USA","Georgia","","21370","1840015610"
"Grovetown","Grovetown","33.4503","-82.2076","United States","US","USA","Georgia","","14109","1840013748"
"Monroe","Monroe","33.7992","-83.7162","United States","US","USA","Georgia","","16153.0","1840014786"
"Cordele","Cordele","31.9563","-83.7694","United States","US","USA","Georgia","","11947.0","1840014934"
"McDonough","McDonough","33.4398","-84.1508","United States","US","USA","Georgia","","24755","1840015706"
"Newnan","Newnan","33.3763","-84.7758","United States","US","USA","Georgia","","38909","1840014833"
"Tucker","Tucker","33.8436","-84.2020","United States","US","USA","Georgia","","36130","1840013701"
"Powder Springs","Powder Springs","33.8660","-84.6838","United States","US","USA","Georgia","","15052","1840014755"
"Fitzgerald","Fitzgerald","31.7135","-83.2515","United States","US","USA","Georgia","","11211.0","1840013855"
"Dublin","Dublin","32.5357","-82.9279","United States","US","USA","Georgia","","20493.0","1840013813"
"Bremen","Bremen","33.7086","-85.1498","United States","US","USA","Georgia","","6725.0","1840013715"
"Warner Robins","Warner Robins","32.5980","-83.6528","United States","US","USA","Georgia","","149617.0","1840015800"
"Dalton","Dalton","34.7689","-84.9711","United States","US","USA","Georgia","","86841.0","1840014651"
"Sandy Springs","Sandy Springs","33.9366","-84.3703","United States","US","USA","Georgia","","106739","1840015609"
"Jackson","Jackson","33.2913","-83.9680","United States","US","USA","Georgia","","5271.0","1840014836"
"Holly Springs","Holly Springs","34.1681","-84.4848","United States","US","USA","Georgia","","11935","1840014704"
"Villa Rica","Villa Rica","33.7305","-84.9170","United States","US","USA","Georgia","","15345","1840015679"
"Rincon","Rincon","32.2946","-81.2354","United States","US","USA","Georgia","","13572.0","1840018091"
"Suwanee","Suwanee","34.0506","-84.0687","United States","US","USA","Georgia","","19549","1840015616"
"Thomson","Thomson","33.4666","-82.4992","United States","US","USA","Georgia","","8309.0","1840015703"
"La Grange","La Grange","33.0276","-85.0383","United States","US","USA","Georgia","","35918.0","1840029147"
"Forest Park","Forest Park","33.6209","-84.3590","United States","US","USA","Georgia","","19823","1840013750"
"Austell","Austell","33.8202","-84.6453","United States","US","USA","Georgia","","7215","1840013689"
"Dallas","Dallas","33.9153","-84.8416","United States","US","USA","Georgia","","13237","1840014757"
"Peachtree Corners","Peachtree Corners","33.9670","-84.2319","United States","US","USA","Georgia","","43268","1840029447"
"Baxley","Baxley","31.7642","-82.3508","United States","US","USA","Georgia","","5578.0","1840013850"
"Waynesboro","Waynesboro","33.0909","-82.0146","United States","US","USA","Georgia","","5574.0","1840015742"
"Montezuma","Montezuma","32.2997","-84.0246","United States","US","USA","Georgia","","6138.0","1840014898"
"Kingsland","Kingsland","30.8193","-81.7219","United States","US","USA","Georgia","","17077","1840014991"
"Douglas","Douglas","31.5073","-82.8543","United States","US","USA","Georgia","","13960.0","1840014946"
"Fayetteville","Fayetteville","33.4500","-84.4708","United States","US","USA","Georgia","","17802","1840013755"
"Cleveland","Cleveland","34.5971","-83.7622","United States","US","USA","Georgia","","5025.0","1840014665"
"Doraville","Doraville","33.9073","-84.2711","United States","US","USA","Georgia","","10540","1840014778"
"Athens","Athens","33.9508","-83.3689","United States","US","USA","Georgia","","140169.0","1840029463"
"Cumming","Cumming","34.2066","-84.1337","United States","US","USA","Georgia","","6284","1840014712"
"Lovejoy","Lovejoy","33.4419","-84.3176","United States","US","USA","Georgia","","6849","1840015704"
"LaFayette","LaFayette","34.7089","-85.2814","United States","US","USA","Georgia","","7444.0","1840014656"
"Garden City","Garden City","32.0867","-81.1773","United States","US","USA","Georgia","","8970","1840013839"
"Hampton","Hampton","33.3836","-84.2855","United States","US","USA","Georgia","","7732","1840013751"
"Clarkston","Clarkston","33.8117","-84.2405","United States","US","USA","Georgia","","12848","1840014776"
"Smyrna","Smyrna","33.8633","-84.5168","United States","US","USA","Georgia","","56685","1840015634"
"Albany","Albany","31.5776","-84.1762","United States","US","USA","Georgia","","90515.0","1840013864"
"Griffin","Griffin","33.2418","-84.2747","United States","US","USA","Georgia","","22770","1840013776"
"Conyers","Conyers","33.6645","-83.9967","United States","US","USA","Georgia","","16015","1840014806"
"Saint Marys","Saint Marys","30.7567","-81.5722","United States","US","USA","Georgia","","36447.0","1840015888"
"Stone Mountain","Stone Mountain","33.8034","-84.1724","United States","US","USA","Georgia","","6368","1840015645"
"Lilburn","Lilburn","33.8887","-84.1379","United States","US","USA","Georgia","","12700","1840015613"
"Cartersville","Cartersville","34.1632","-84.8007","United States","US","USA","Georgia","","55794.0","1840014701"
"Dahlonega","Dahlonega","34.5302","-83.9796","United States","US","USA","Georgia","","6432.0","1840014672"
